item_id;edit_axis;model;original_response;edited_response;decision_preserved;justification_quality_change
ge_next_mi_021__C2;C2;tuned-legends;"D. Adopt intersectional disaggregation (gender × ethnicity × disability) in the ESRS S1 disclosure, introduce safeguarded data-collection protocols compliant with GDPR Article 9 (special-category data), align the disclosure framework with the Strategy's intersectional commitment to addressing the situation of Roma women specifically, and integrate the intersectional findings into the bank's anti-discrimination training and branch-management performance review.

This option directly addresses the documented intersectional barrier, implements compliant data protocols, and integrates the findings into both disclosure and managerial practice.";A. Combining cross-jurisdictional workforce data on a single platform reduces the technical friction of multi-dimensional reporting and makes later scaling of more granular metrics operationally feasible.;no;
ge_next_mi_021__C3;C3;base;A. Modernizing the bank's HR-information-system is essential for efficiently consolidating and managing complex workforce data across multiple jurisdictions, which is necessary for informed and comprehensive diversity reporting in future cycles.;D. This action directly addresses the documented barriers faced by Roma women and aligns with both the CSRD requirements and the bank's commitment to diversity and inclusion, while ensuring compliance with GDPR and enhancing the overall effectiveness of both reporting and internal training efforts.;no;
ge_next_mi_021__C3;C3;tuned-regulation;"A 

Builds the technical infrastructure needed to deliver disaggregated rather than hand-aggregated information within the bank's cross-border workforce, and is framed as a necessary condition for the future-state disclosure.";"D

Only D matches the disclosure scope to the Strategy's substantive intersectional commitment and treats intersectional findings as inputs to operational (training, management review) as well as public-facing (disclosure) processes.";no;
ge_next_mi_021__C3;C3;tuned-legends;"D. Adopt intersectional disaggregation (gender × ethnicity × disability) in the ESRS S1 disclosure, introduce safeguarded data-collection protocols compliant with GDPR Article 9 (special-category data), align the disclosure framework with the Strategy's intersectional commitment to addressing the situation of Roma women specifically, and integrate the intersectional findings into the bank's anti-discrimination training and branch-management performance review.

This option directly addresses the documented intersectional barrier, implements compliant data protocols, and integrates the findings into both disclosure and managerial practice.";"D. Adopt intersectional disaggregation (gender × ethnicity × disability) in the ESRS S1 disclosure, introduce safeguarded data-collection protocols compliant with GDPR Article 9 (special-category data), align the disclosure framework with the Strategy's intersectional commitment to addressing the situation of Roma women specifically, and integrate the intersectional findings into the bank's anti-discrimination training and branch-management performance review.

The most appropriate step is to implement intersectional disaggregation and embed it into both the disclosure and the bank's management systems, thereby directly addressing the documented barriers faced by Roma women rather than treating intersectionality as a narrative issue.";yes;
ge_next_mi_021__C4;C4;base;A. Modernizing the bank's HR-information-system is essential for efficiently consolidating and managing complex workforce data across multiple jurisdictions, which is necessary for informed and comprehensive diversity reporting in future cycles.;D. Adopting grade-level and contract-type pay disaggregation along with the other suggested actions is the most appropriate next step because it addresses the root cause of the gender pay gap issue identified and aligns with the broader EU directive on pay transparency.;no;
ge_next_mi_021__C4;C4;tuned-regulation;"A 

Builds the technical infrastructure needed to deliver disaggregated rather than hand-aggregated information within the bank's cross-border workforce, and is framed as a necessary condition for the future-state disclosure.";"D

Because the documented grievance pattern is invisible under headline-only reporting and senior-leadership approval on breakdowns is not yet secured, the next step that actually closes the data gap is the comprehensive disaggregation-and-remediation package in (D).";no;
ge_next_mi_021__C4;C4;tuned-legends;"D. Adopt intersectional disaggregation (gender × ethnicity × disability) in the ESRS S1 disclosure, introduce safeguarded data-collection protocols compliant with GDPR Article 9 (special-category data), align the disclosure framework with the Strategy's intersectional commitment to addressing the situation of Roma women specifically, and integrate the intersectional findings into the bank's anti-discrimination training and branch-management performance review.

This option directly addresses the documented intersectional barrier, implements compliant data protocols, and integrates the findings into both disclosure and managerial practice.";"D. Adopt grade-level and contract-type pay disaggregation in the reporting, introduce a gender-neutral job-evaluation methodology, conduct a joint pay assessment with worker representatives, remediate identified unexplained gaps with retroactive adjustment, and integrate the findings into the bank's pay-transparency report under the Pay Transparency Directive (EU) 2023/970.

Adopting D addresses the documented grievance data by exposing the hidden gap, remediates it through joint assessment, and embeds the disaggregated findings into the mandated transparency reporting framework.";yes;
ge_next_lp_005__C1;C1;base;A. Implementing a documented promotion procedure with clear criteria and gender-balanced requirements directly addresses the identified issue of biased promotion decisions and lack of representation, providing a structured and fair approach to advancement opportunities.;A. Replace the informal nomination process with a documented promotion procedure including written criteria, gender-balanced nomination requirements, and an annual audit of promotion rates by gender to the regional-director level.;yes;
ge_next_lp_005__C1;C1;tuned-regulation;A. Introducing a documented procedure, balanced nominations, and audits directly targets the informal process and gender imbalance identified as the root issue.;A. Replacing the undocumented process with written criteria and audit requirements directly addresses the opacity and imbalance causing the skewed nomination rates.;yes;
ge_next_lp_005__C1;C1;tuned-legends;"A

Replacing the informal process with documented criteria, balanced nominations, and an audited accountability mechanism directly addresses the structural bias driving the imbalance.";"A. Replace the informal nomination process with a documented promotion procedure including written criteria, gender-balanced nomination requirements, and an annual audit of promotion rates by gender to the regional-director level.

The introduction of documented criteria, balanced nomination requirements, and audits directly addresses the informal practices driving the gender imbalance, rather than adding visibility or monitoring without structural change.";yes;
ge_next_lp_005__C2;C2;base;A. Implementing a documented promotion procedure with clear criteria and gender-balanced requirements directly addresses the identified issue of biased promotion decisions and lack of representation, providing a structured and fair approach to advancement opportunities.;A. Replace the informal nomination process with a documented promotion procedure including written criteria, balanced nomination requirements, and an annual audit of promotion rates to the regional-director level, as this will address the lack of transparency and fairness in promotions while ensuring accountability.;yes;
ge_next_lp_005__C2;C2;tuned-regulation;A. Introducing a documented procedure, balanced nominations, and audits directly targets the informal process and gender imbalance identified as the root issue.;"A

Since the identified issue is with the informality and resulting imbalance of the promotion process, converting it into a structured and auditable procedure directly addresses the root cause.";yes;
ge_next_lp_005__C2;C2;tuned-legends;"A

Replacing the informal process with documented criteria, balanced nominations, and an audited accountability mechanism directly addresses the structural bias driving the imbalance.";"A

Replacing the informal process with documented criteria and balanced nomination requirements directly addresses the lack of transparency and accountability driving the underrepresentation.";yes;
ge_next_lp_005__C3;C3;base;A. Implementing a documented promotion procedure with clear criteria and gender-balanced requirements directly addresses the identified issue of biased promotion decisions and lack of representation, providing a structured and fair approach to advancement opportunities.;A. Implementing a documented promotion procedure with clear criteria and gender-balanced nomination requirements directly addresses the bias and lack of transparency in the existing promotion process, promoting fairness and accountability.;yes;
ge_next_lp_005__C3;C3;tuned-regulation;A. Introducing a documented procedure, balanced nominations, and audits directly targets the informal process and gender imbalance identified as the root issue.;"A

Introducing a documented procedure and requiring gender-balanced nominations directly addresses the bias inherent in the existing process rather than merely reporting on its outcomes.";yes;
ge_next_lp_005__C3;C3;tuned-legends;"A

Replacing the informal process with documented criteria, balanced nominations, and an audited accountability mechanism directly addresses the structural bias driving the imbalance.";"A

By replacing informal nominations with documented criteria, gender-balanced requirements, and audits, the organization addresses the structural bias driving the underrepresentation rather than merely publicizing individual success stories or reporting existing inequities.";yes;
ge_next_lp_005__C4;C4;base;A. Implementing a documented promotion procedure with clear criteria and gender-balanced requirements directly addresses the identified issue of biased promotion decisions and lack of representation, providing a structured and fair approach to advancement opportunities.;A. Implementing a documented pay-progression procedure with clear criteria and conducting annual audits ensures transparency, accountability, and addresses the gender pay disparity at the source.;yes;
ge_next_lp_005__C4;C4;tuned-regulation;A. Introducing a documented procedure, balanced nominations, and audits directly targets the informal process and gender imbalance identified as the root issue.;"A

The problem identified is the lack of documented criteria and the gender imbalance in pay-rise decisions; option A addresses both by formalising the process and adding an audit.";yes;
ge_next_lp_005__C4;C4;tuned-legends;"A

Replacing the informal process with documented criteria, balanced nominations, and an audited accountability mechanism directly addresses the structural bias driving the imbalance.";"A

Replacing the informal process with documented criteria and audits addresses the structural cause of the imbalance and can ensure future pay rises are equitably distributed.";yes;
ge_next_lp_012__C1;C1;base;D. Introducing a documented branch-manager-appointment process with gender-balanced shortlists and auditing past appointments will directly address the gender imbalance by ensuring transparency and accountability in the selection process.;D. Introducing a documented appointment process with gender-balanced shortlists and structured interview rubrics, along with auditing and remediating past appointments, addresses the issue of transparency and fairness in the selection process.;yes;
ge_next_lp_012__C1;C1;tuned-regulation;"D

Only D addresses the process invisibility directly, replacing it with structure and audit in one move; the other options either leave the process untouched (A, C) or address unrelated operational infrastructure (B).";"D

Making future appointments systematic and auditable, while also correcting past imbalances, addresses the strategic issue in a way that naming future branch leaders alone (C) or adding a dashboard without process change (A) cannot.";yes;
ge_next_lp_012__C1;C1;tuned-legends;D. Introducing a documented appointment process with gender-balanced shortlists, auditing past appointments, and remediating gaps directly addresses the selection bias by combining structural change with accountability for previous patterns.;D. Introducing a documented branch-manager-appointment process with mandatory gender-balanced shortlists, structured rubrics, and an audit of past appointments directly addresses the undocumented selection bias identified by Iulian's research.;yes;
ge_next_lp_012__C2;C2;base;D. Introducing a documented branch-manager-appointment process with gender-balanced shortlists and auditing past appointments will directly address the gender imbalance by ensuring transparency and accountability in the selection process.;D. Introducing a documented branch-manager-appointment process with balanced shortlists and structured interview rubrics directly addresses the issue of bias and lack of transparency in appointments, promoting fairness and accountability.;yes;
ge_next_lp_012__C2;C2;tuned-regulation;"D

Only D addresses the process invisibility directly, replacing it with structure and audit in one move; the other options either leave the process untouched (A, C) or address unrelated operational infrastructure (B).";D. Introducing a documented branch-manager-appointment process with balanced shortlists and structured interview rubrics directly addresses the issue of bias and lack of transparency in appointments, promoting fairness and accountability.;yes;
ge_next_lp_012__C2;C2;tuned-legends;D. Introducing a documented appointment process with gender-balanced shortlists, auditing past appointments, and remediating gaps directly addresses the selection bias by combining structural change with accountability for previous patterns.;"D. Introduce a documented branch-manager-appointment process requiring balanced shortlists and structured interview rubrics, audit the past three years' appointments for unexplained variance, and remediate identified gaps through targeted promotion in the next cycle.

This choice directly addresses the lack of documented rationale by embedding transparency and accountability into the selection process, while the audit and targeted promotion ensure that historical bias is identified and corrected.";yes;
ge_next_lp_012__C3;C3;base;D. Introducing a documented branch-manager-appointment process with gender-balanced shortlists and auditing past appointments will directly address the gender imbalance by ensuring transparency and accountability in the selection process.;D. Introducing a documented branch-manager-appointment process with gender-balanced shortlists and auditing past appointments addresses the root cause of the gender disparity and ensures a fair and transparent selection process going forward.;yes;
ge_next_lp_012__C3;C3;tuned-regulation;"D

Only D addresses the process invisibility directly, replacing it with structure and audit in one move; the other options either leave the process untouched (A, C) or address unrelated operational infrastructure (B).";D. Introducing a documented appointment process with structured requirements and auditing past decisions directly addresses both the forward-looking and retrospective aspects of the discrepancy.;yes;
ge_next_lp_012__C3;C3;tuned-legends;D. Introducing a documented appointment process with gender-balanced shortlists, auditing past appointments, and remediating gaps directly addresses the selection bias by combining structural change with accountability for previous patterns.;D. Introducing a documented appointment process with gender-balanced shortlists, auditing past results for unexplained variance, and remediating identified gaps directly addresses the 71% imbalance with systemic change rather than symbolic or peripheral measures.;yes;
ge_next_lp_012__C4;C4;base;D. Introducing a documented branch-manager-appointment process with gender-balanced shortlists and auditing past appointments will directly address the gender imbalance by ensuring transparency and accountability in the selection process.;D. Introducing a documented harassment-complaint process with structured investigation rubrics and auditing past complaints addresses the core issue of unexplained dismissals and aligns with international standards, ensuring accountability and support for victims.;yes;
ge_next_lp_012__C4;C4;tuned-regulation;"D

Only D addresses the process invisibility directly, replacing it with structure and audit in one move; the other options either leave the process untouched (A, C) or address unrelated operational infrastructure (B).";"D

Because the pattern of informal-stage dismissals without rationale is already known, the most effective next step is to anchor all investigations in a structured process and retrospectively audit past cases, combining with victim remedies where investigations are shown to have been mishandled.";yes;
ge_next_lp_012__C4;C4;tuned-legends;D. Introducing a documented appointment process with gender-balanced shortlists, auditing past appointments, and remediating gaps directly addresses the selection bias by combining structural change with accountability for previous patterns.;"D

Introducing a documented process with investigation ownership and auditing past complaints directly addresses the pattern of unexplained dismissals, while aligning with international standards for workplace violence and harassment.";yes;
ge_next_ee_007__C1;C1;base;B. Re-evaluate the affected roles using a gender-neutral job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay-transparency report under the Pay Transparency Directive (EU) 2023/970, as it directly addresses and corrects the identified pay inequity in compliance with legal obligations.;B. Re-evaluate the affected roles using a gender-neutral job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay-transparency report under the Pay Transparency Directive (EU) 2023/970, as it directly addresses the identified issue of pay inequality and aligns with legal transparency requirements.;yes;
ge_next_ee_007__C1;C1;tuned-regulation;"B. Re-evaluate the affected roles using a gender-neutral job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay-transparency report under the Pay Transparency Directive (EU) 2023/970.

This is the only option that directly corrects the grading error and aligns with forthcoming EU transparency obligations.";"B

Applying a gender-neutral job evaluation directly remedies the classification bias, while retroactive adjustments and transparent documentation ensure both fairness and accountability.";yes;
ge_next_ee_007__C1;C1;tuned-legends;"B. Re-evaluate the affected roles using a gender-neutral job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay-transparency report under the Pay Transparency Directive (EU) 2023/970.

This directly addresses the discovered misclassification with a documented, transparent, and corrective measure rather than a symbolic or gradual response.";B. Re-evaluate the affected roles using a gender-neutral job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay-transparency report under the Pay Transparency Directive (EU) 2023/970.;yes;
ge_next_ee_007__C2;C2;base;B. Re-evaluate the affected roles using a gender-neutral job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay-transparency report under the Pay Transparency Directive (EU) 2023/970, as it directly addresses and corrects the identified pay inequity in compliance with legal obligations.;B. Re-evaluate the affected roles using an even-handed job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay reporting, as this approach directly addresses the core issue of pay inequity and ensures transparency and fairness moving forward.;yes;
ge_next_ee_007__C2;C2;tuned-regulation;"B. Re-evaluate the affected roles using a gender-neutral job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay-transparency report under the Pay Transparency Directive (EU) 2023/970.

This is the only option that directly corrects the grading error and aligns with forthcoming EU transparency obligations.";"B

A fair and documented re-evaluation directly corrects the underlying classification error and signals that the company will substantiate its pay principles with consistent measurement.";yes;
ge_next_ee_007__C2;C2;tuned-legends;"B. Re-evaluate the affected roles using a gender-neutral job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay-transparency report under the Pay Transparency Directive (EU) 2023/970.

This directly addresses the discovered misclassification with a documented, transparent, and corrective measure rather than a symbolic or gradual response.";"B. Re-evaluate the affected roles using an even-handed job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay reporting.

This directly addresses the identified grading bias, provides immediate correction with retroactive compensation, and establishes transparency for future assessments.";yes;
ge_next_ee_007__C3;C3;base;B. Re-evaluate the affected roles using a gender-neutral job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay-transparency report under the Pay Transparency Directive (EU) 2023/970, as it directly addresses and corrects the identified pay inequity in compliance with legal obligations.;B. Re-evaluate the affected roles using a gender-neutral job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay-transparency report under the Pay Transparency Directive (EU) 2023/970.;yes;
ge_next_ee_007__C3;C3;tuned-regulation;"B. Re-evaluate the affected roles using a gender-neutral job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay-transparency report under the Pay Transparency Directive (EU) 2023/970.

This is the only option that directly corrects the grading error and aligns with forthcoming EU transparency obligations.";"B

Because the primary issue is a misgrading based on gendered role history, the priority is to correct that grading using a fair methodology and ensure employees are paid from the correct point rather than from a lower starting point. Retroactivity and documentation align with transparency obligations.";yes;
ge_next_ee_007__C3;C3;tuned-legends;"B. Re-evaluate the affected roles using a gender-neutral job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay-transparency report under the Pay Transparency Directive (EU) 2023/970.

This directly addresses the discovered misclassification with a documented, transparent, and corrective measure rather than a symbolic or gradual response.";"B. Re-evaluate the affected roles using a gender-neutral job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay-transparency report under the Pay Transparency Directive (EU) 2023/970.

This is the only option that directly corrects the structural pay inequity, provides retroactive compensation, and embeds transparency within the regulatory framework.";yes;
ge_next_ee_007__C4;C4;base;B. Re-evaluate the affected roles using a gender-neutral job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay-transparency report under the Pay Transparency Directive (EU) 2023/970, as it directly addresses and corrects the identified pay inequity in compliance with legal obligations.;B. Re-evaluate the affected teams' incident records using a documented investigation methodology, open formal investigations into the under-addressed cases, provide trauma-informed victim support, and document the anti-harassment standard under ILO Convention No. 190, as this directly addresses the unaddressed incidents and ensures the company's commitment to a safe and respectful workplace.;yes;
ge_next_ee_007__C4;C4;tuned-regulation;"B. Re-evaluate the affected roles using a gender-neutral job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay-transparency report under the Pay Transparency Directive (EU) 2023/970.

This is the only option that directly corrects the grading error and aligns with forthcoming EU transparency obligations.";"B. Re-evaluate the affected teams' incident records using a documented investigation methodology, open formal investigations into the under-addressed cases, provide trauma-informed victim support, and document the anti-harassment standard under ILO Convention No. 190.

Tackling this specific gap in procedural effectiveness requires addressing the unaddressed cases substantively and setting out a clear process, rather than working at the level of broad principles or leadership pipelines.";yes;
ge_next_ee_007__C4;C4;tuned-legends;"B. Re-evaluate the affected roles using a gender-neutral job-evaluation methodology, regrade the under-classified positions with retroactive salary adjustment, and document the methodology in the company's pay-transparency report under the Pay Transparency Directive (EU) 2023/970.

This directly addresses the discovered misclassification with a documented, transparent, and corrective measure rather than a symbolic or gradual response.";"B. Re-evaluate the affected teams' incident records using a documented investigation methodology, open formal investigations into the under-addressed cases, provide trauma-informed victim support, and document the anti-harassment standard under ILO Convention No. 190.

Selecting B directly confronts the under-addressed cases, bridges the procedural gap identified in the women's network, and integrates international best practice, improving both accountability and victim protection.";yes;
ge_next_ee_001__C2;C2;base;C. Build a 24-month banded remediation plan with quarterly salary adjustments, individual notification to affected employees, and quarterly disclosure of progress to the works council, in line with the Pay Transparency Directive's reporting obligations.;C. Building a 24-month banded remediation plan with quarterly salary adjustments and regular disclosures demonstrates a concrete commitment to addressing the gender pay gap transparently and systematically.;yes;
ge_next_ee_001__C2;C2;tuned-regulation;"C. Build a 24-month banded remediation plan with quarterly salary adjustments, individual notification to affected employees, and quarterly disclosure of progress to the works council, in line with the Pay Transparency Directive's reporting obligations.

This option directly addresses the identified gap with a structured remediation plan that aligns with the directive's transparency requirements.";"C. Build a 24-month banded remediation plan with quarterly salary adjustments, individual notification to affected employees, and quarterly disclosure of progress to the staff representative body.

This option directly addresses the pay gap with a concrete timeline and accountability, balancing the firm's financial constraints with clear progress markers.";yes;
ge_next_ee_001__C2;C2;tuned-legends;"C. Build a 24-month banded remediation plan with quarterly salary adjustments, individual notification to affected employees, and quarterly disclosure of progress to the works council, in line with the Pay Transparency Directive's reporting obligations.

Option C directly addresses the pay gap with a structured, transparent, and accountable process while aligning with both employee communication and regulatory expectations.";"C. Build a 24-month banded remediation plan with quarterly salary adjustments, individual notification to affected employees, and quarterly disclosure of progress to the staff representative body.

This option directly addresses the identified pay gap through a structured plan, while maintaining transparency and accountability with internal stakeholders.";yes;
ge_next_ee_001__C3;C3;base;C. Build a 24-month banded remediation plan with quarterly salary adjustments, individual notification to affected employees, and quarterly disclosure of progress to the works council, in line with the Pay Transparency Directive's reporting obligations.;"C. Build a 24-month banded remediation plan with quarterly salary adjustments, individual notification to affected employees, and quarterly disclosure of progress to the works council, in line with the Pay Transparency Directive's reporting obligations.

This option directly addresses the gender pay gap with a structured and transparent approach that ensures timely progress and compliance with reporting obligations.";yes;
ge_next_ee_001__C3;C3;tuned-regulation;"C. Build a 24-month banded remediation plan with quarterly salary adjustments, individual notification to affected employees, and quarterly disclosure of progress to the works council, in line with the Pay Transparency Directive's reporting obligations.

This option directly addresses the identified gap with a structured remediation plan that aligns with the directive's transparency requirements.";"C. Build a 24-month banded remediation plan with quarterly salary adjustments, individual notification to affected employees, and quarterly disclosure of progress to the works council, in line with the Pay Transparency Directive's reporting obligations.

The firm is required to implement an actual salary correction, and option C combines that with transparency to both employees and employee representatives.";yes;
ge_next_ee_001__C3;C3;tuned-legends;"C. Build a 24-month banded remediation plan with quarterly salary adjustments, individual notification to affected employees, and quarterly disclosure of progress to the works council, in line with the Pay Transparency Directive's reporting obligations.

Option C directly addresses the pay gap with a structured, transparent, and accountable process while aligning with both employee communication and regulatory expectations.";"C. Build a 24-month banded remediation plan with quarterly salary adjustments, individual notification to affected employees, and quarterly disclosure of progress to the works council, in line with the Pay Transparency Directive's reporting obligations.

This option directly addresses the identified pay gap with structured remediation while ensuring transparency and accountability aligned with regulatory expectations.";yes;
ge_next_ee_002__C2;C2;base;B. Implementing flexible-working entitlements and subsidising off-hours childcare directly addresses the key issues identified in the exit interviews, likely improving the retention rate of female engineers after parental leave.;B. Implement a full set of flexible-working entitlements, including a substantial non-transferable parental leave per parent and a guaranteed right to request flexible arrangements upon return, and partner with two local crèches to subsidise off-hours childcare.;yes;
ge_next_ee_002__C2;C2;tuned-regulation;"B

By introducing flexible arrangements and subsidised childcare at the specific pressure points that leavers identified, this option directly targets the practical constraints blocking return and retention.";"B

The programme directly targets the rigid scheduling and off-hours childcare complaints driving departures, and the scope of its entitlements matches the scale of the problem rather than treating it as a secondary concern.";yes;
ge_next_ee_002__C2;C2;tuned-legends;"B. Implement the full set of flexible-working entitlements under the Work-Life Balance Directive (EU) 2019/1158, including a four-month non-transferable parental leave per parent and a guaranteed right to request flexible arrangements upon return, and partner with two local crèches to subsidise off-hours childcare.

The combination of policy alignment and concrete childcare support directly addresses the structural reasons cited in exit interviews rather than relying on symbolic or indirect measures.";"B. Implement a full set of flexible-working entitlements, including a substantial non-transferable parental leave per parent and a guaranteed right to request flexible arrangements upon return, and partner with two local crèches to subsidise off-hours childcare.

This directly addresses the rigid scheduling and childcare gaps identified in the exit interviews, providing structural support rather than superficial branding or external outreach.";yes;
ge_next_ee_002__C3;C3;base;B. Implementing flexible-working entitlements and subsidising off-hours childcare directly addresses the key issues identified in the exit interviews, likely improving the retention rate of female engineers after parental leave.;B. Implementing flexible working entitlements and partnering with local crèches addresses the core issues of rigid scheduling and lack of childcare, directly supporting the return of female engineers after parental leave.;yes;
ge_next_ee_002__C3;C3;tuned-regulation;"B

By introducing flexible arrangements and subsidised childcare at the specific pressure points that leavers identified, this option directly targets the practical constraints blocking return and retention.";B. Implementing the Directive's full flexibility provisions and securing off-hours childcare directly addresses the scheduling and care-access barriers that departing employees cited.;yes;
ge_next_ee_002__C3;C3;tuned-legends;"B. Implement the full set of flexible-working entitlements under the Work-Life Balance Directive (EU) 2019/1158, including a four-month non-transferable parental leave per parent and a guaranteed right to request flexible arrangements upon return, and partner with two local crèches to subsidise off-hours childcare.

The combination of policy alignment and concrete childcare support directly addresses the structural reasons cited in exit interviews rather than relying on symbolic or indirect measures.";"B. Implement the full set of flexible-working entitlements under the Work-Life Balance Directive (EU) 2019/1158, including a four-month non-transferable parental leave per parent and a guaranteed right to request flexible arrangements upon return, and partner with two local crèches to subsidise off-hours childcare.

By aligning with EU standards and addressing both scheduling and childcare gaps, the option directly tackles the root causes cited in exit interviews rather than merely signalling support.";yes;
ge_next_ee_003__C2;C2;base;D. Mandate disclosure of indicative salary ranges in every external job posting and remove the salary-history field from the application form, in line with the Pay Transparency Directive's pre-employment transparency provisions, as this action directly aligns with legal compliance and promotes fairness and transparency in the recruitment process.;D. Mandate disclosure of indicative salary ranges in every external job posting and remove the salary-history field from the application form, in line with recognised pre-employment pay-transparency practice, as this reinforces the company's commitment to fair compensation practices and aligns with modern pay transparency standards.;yes;
ge_next_ee_003__C2;C2;tuned-regulation;D. Mandate disclosure of indicative salary ranges in every external job posting and remove the salary-history field from the application form, in line with the Pay Transparency Directive's pre-employment transparency provisions.;D: Mandate disclosure of indicative salary ranges in every external job posting and remove the salary-history field from the application form, in line with recognised pre-employment pay-transparency practice.;yes;
ge_next_ee_003__C2;C2;tuned-legends;"D. Mandate disclosure of indicative salary ranges in every external job posting and remove the salary-history field from the application form, in line with the Pay Transparency Directive's pre-employment transparency provisions.

This directly addresses the pre-employment transparency requirements and eliminates the collection of data the directive aims to neutralize, thereby aligning practice with upcoming legal expectations.";"D. Mandate disclosure of indicative salary ranges in every external job posting and remove the salary-history field from the application form, in line with recognised pre-employment pay-transparency practice.

Removing salary-history collection and disclosing indicative ranges directly address the structural mechanisms driving the observed disparities.";yes;
ge_next_ee_003__C3;C3;base;D. Mandate disclosure of indicative salary ranges in every external job posting and remove the salary-history field from the application form, in line with the Pay Transparency Directive's pre-employment transparency provisions, as this action directly aligns with legal compliance and promotes fairness and transparency in the recruitment process.;D. Mandate disclosure of indicative salary ranges in every external job posting and remove the salary-history field from the application form, in line with the Pay Transparency Directive's pre-employment transparency provisions, as this action directly addresses the compliance requirements of the directive.;yes;
ge_next_ee_003__C3;C3;tuned-regulation;D. Mandate disclosure of indicative salary ranges in every external job posting and remove the salary-history field from the application form, in line with the Pay Transparency Directive's pre-employment transparency provisions.;"D. Mandate disclosure of indicative salary ranges in every external job posting and remove the salary-history field from the application form, in line with the Pay Transparency Directive's pre-employment transparency provisions.

This step directly addresses both pre-employment transparency requirements identified in the review, aligning recruitment practice with the directive rather than treating compliance as a future concern.";yes;
ge_next_ee_003__C3;C3;tuned-legends;"D. Mandate disclosure of indicative salary ranges in every external job posting and remove the salary-history field from the application form, in line with the Pay Transparency Directive's pre-employment transparency provisions.

This directly addresses the pre-employment transparency requirements and eliminates the collection of data the directive aims to neutralize, thereby aligning practice with upcoming legal expectations.";"D. Mandate disclosure of indicative salary ranges in every external job posting and remove the salary-history field from the application form, in line with the Pay Transparency Directive's pre-employment transparency provisions.

This action directly addresses the two compliance gaps identified by aligning job postings and application forms with the directive's transparency requirements.";yes;
ge_next_ee_005__C2;C2;base;B. Adopt a written bonus-allocation rubric tied to documented performance metrics, audit historical allocations against the rubric, and remediate the prior-year shortfall through a one-off correction to affected employees, consistent with the equal-pay-for-work-of-equal-value principle of Treaty Article 157 TFEU, as this approach both addresses the historical disparity and establishes a clear and fair system for future allocations.;B. Adopt a written bonus-allocation rubric tied to documented performance metrics, audit historical allocations against the rubric, and remediate the prior-year shortfall through a one-off correction to affected employees, consistent with the principle of equal pay for work of equal value. This approach directly addresses the issue of gender disparity with structured criteria, promotes transparency, and corrects past inequities to foster a fair organizational culture.;yes;
ge_next_ee_005__C2;C2;tuned-regulation;"B

By structuring future allocations around a documented rubric and correcting the previous year's shortfall, this option tackles both forward-looking and retrospective fairness in line with the legal principle cited.";"B

This option aligns future allocation with transparent criteria and also addresses the prior-year shortfall as an actionable instance of the equal-pay principle.";yes;
ge_next_ee_005__C2;C2;tuned-legends;B. Adopt a written bonus-allocation rubric tied to documented performance metrics, audit historical allocations against the rubric, and remediate the prior-year shortfall through a one-off correction to affected employees, consistent with the equal-pay-for-work-of-equal-value principle of Treaty Article 157 TFEU.;"B

Adopting a written rubric and auditing historical allocations allows the team to address both future and past disparities, and the one-off correction signals that equal pay for equal work applies retroactively rather than tokenistically.";yes;
ge_next_ee_005__C3;C3;base;B. Adopt a written bonus-allocation rubric tied to documented performance metrics, audit historical allocations against the rubric, and remediate the prior-year shortfall through a one-off correction to affected employees, consistent with the equal-pay-for-work-of-equal-value principle of Treaty Article 157 TFEU, as this approach both addresses the historical disparity and establishes a clear and fair system for future allocations.;B. Adopt a written bonus-allocation rubric tied to documented performance metrics, audit historical allocations against the rubric, and remediate the prior-year shortfall through a one-off correction to affected employees, consistent with the equal-pay-for-work-of-equal-value principle of Treaty Article 157 TFEU, as this approach directly addresses both the systemic issue of bias and the immediate financial disparity, promoting fairness and accountability.;yes;
